"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1766991820339421462","Mon Mar 11 00:57:33 +0000 2024","0","Ada yang tau nggak kenapa pindah faskes BPJS itu perlu waktu 1 bulan. Aktifnya selalu di tanggal 1 bulan berikutnya Sakitnya keburu kadaluarsa ini mah #bpjs #pelayanankesehatan","1766991820339421462","","","in","Indonesia","0","0","0","https://x.com/choiungaaa/status/1766991820339421462","996943718870433793","choiungaaa"
"1704015797486788834","Tue Sep 19 06:13:19 +0000 2023","35","Menurut data Kementerian Kesehatan yang dihimpun BPS jumlah dokter di Indonesia terus bertambah mencapai 176.110 orang pada tahun 2022 #PelayananKesehatan #InfrastrukturMedis #DokterIndonesia #DataBPS @KemenkesRI @ganjarpranowo @ridwankamil @KhofifahIP @ridwankamil https://t.co/UqVnG4n6rs","1704015797486788834","https://pbs.twimg.com/media/F6Xfg4AaMAA7V3A.jpg","","in","Jakarta Capital Region","0","1","36","https://x.com/datanesia_id/status/1704015797486788834","53878998","datanesia_id"
"1789968624406458822","Mon May 13 10:39:10 +0000 2024","0","Tinjau RSUD Baharuddin Sultra Presiden Jokowi Bicara soal Pentingnya Pelayanan Kesehatan #RSUDbaharuddinsultra #presidenjokowi #pelayanankesehatan #beritanasional #beritahariini #beritaterkini https://t.co/UjV6J3X5PX","1789968624406458822","","","in","","0","0","0","https://x.com/NasionalBerita_/status/1789968624406458822","1769451991124832257","NasionalBerita_"
"1770754857189707967","Thu Mar 21 10:10:31 +0000 2024","0","Kegiatan Posyandu Paripurna di Kota Denpasar terus berlanjut dengan antusiasme yang tinggi. Pada Kamis 21 Maret 2024 #posyandu #pelayanankesehatan #tppkkdenpasar https://t.co/1akZH0e9bp","1770754857189707967","","","in","Bali","0","0","0","https://x.com/updatebalii/status/1770754857189707967","1293295315148140545","updatebalii"
"1784705618353561642","Sun Apr 28 22:05:52 +0000 2024","0","RS Siloam Layani Lebih dari 1 Juta Pasien di Kuartal Pertama 2024 Pendapatan RS Siloam tercatat sebesar... #NewsUpdate #Kesehatan #RSSiloam #PelayananKesehatan https://t.co/diQAS1HQo2","1784705618353561642","","","in","","0","0","0","https://x.com/arahkitamedia_/status/1784705618353561642","1741804247933665280","arahkitamedia_"
"1729720315364745350","Wed Nov 29 04:33:54 +0000 2023","0","MBI Papua Tengah dan Klinik Kartika Husada Nabire Teken MoU untuk Pelayanan Kesehatan Umat Buddha https://t.co/c2UoF0BP3l #majelisbuddhayanaindonesia #mbi #mbipapuatengah #nabire #papua #infopapua #beritapapua #kabarpapua #pelayanankesehatan","1729720315364745350","","","in","Nabire Papua Indonesia","0","0","0","https://x.com/nabirenet/status/1729720315364745350","1189741956","nabirenet"
"1770741231108129173","Thu Mar 21 09:16:22 +0000 2024","3","Selama Ramadan RSUDMA Sumenep Beri Pelayanan Prima Tanpa Mengurangi Jam Kerja https://t.co/5lWdyHPSiU #Newsssatu #RumahsakitSumenep #RSUDMASumenep #PelayananPrima #JamKerja #Ramadan2024 #RSUDdrMohAnwar #PelayananPasien #PelayananKesehatan #Sumenep #ASNRSUDMA","1770741231108129173","","","in","","0","0","2","https://x.com/NewssatuCom/status/1770741231108129173","859471627108499456","NewssatuCom"
"1770181601982337462","Tue Mar 19 20:12:36 +0000 2024","1","Berbagi Berkah Ramadhan RSUDMA Sumenep Berikan Takjil Dan Makan Sahur Gratis https://t.co/EaLqL70zAo #Newssatu #Sumenep #BulanRamadhan #BerkahPuasa #RSUDMASumenep #Madura #JawaTimur #TakjilGratis #MakanSahurGratis #PelayananKesehatan #RumahSakitUmum #DrMohAnwar","1770181601982337462","","","in","","0","0","0","https://x.com/NewssatuCom/status/1770181601982337462","859471627108499456","NewssatuCom"
"1712742631086920037","Fri Oct 13 08:10:39 +0000 2023","0","Sebel bngt gak sih lagi sakit w berobat kepuskesmas Klender ll jam 2 siang bukannya di periksa sama dokternya w malah di omel-omelin semua yg berobat siang #puskesmas #pelayanankesehatan #jkn #kementriankesehatan #jakartaTimur #klender","1712742631086920037","","","in","","0","1","0","https://x.com/dianduwiprasti1/status/1712742631086920037","1177066356128092160","dianduwiprasti1"
"1787384927065079809","Mon May 06 07:32:29 +0000 2024","0","Genjot Pelayanan Kesehatan Pemkab Sumenep Serahkan Bantuan Ambulans Keliling ke 29 Puskesmas #mediajatim #pelayanankesehatan #pemkabsumenep #bantuan #ambulanskeliling #puskesmas #lfl https://t.co/XNjwDo6yX1","1787384927065079809","","","in","Pamekasan, Jawa Timur","0","0","0","https://x.com/MediaJatim/status/1787384927065079809","846324454003171328","MediaJatim"
"1777178197869953310","Mon Apr 08 03:34:35 +0000 2024","1","Kepala Biro Komunikasi dan Pelayanan Publik Kementerian Kesehatan (Kemenkes) Siti Nadia Tarmizi mengatakan distribusi tenaga medis dan kesehatan yang merata di Tanah Air penting dalam penyediaan akses pelayanan kesehatan bagi masyarakat. #Kemenkes #PelayananKesehatan","1777178197869953310","","","in","Jakarta Capital Region, Indone","0","0","0","https://x.com/medcom_id/status/1777178197869953310","902837643024539651","medcom_id"
"1725900686846554204","Sat Nov 18 15:36:04 +0000 2023","2","Kehadiran @PKSejahtera dimanapun berada akan selalu memberikan pelayanan bagi masyarakat. Seperti kegiatan PIP @PksKoreaSelatan Agustus lalu PKS Rintis Pelayanan Kesehatan untuk WNI di Korea Selatan Bersama dr. Hasmeinda #pelayanankesehatan #wnikorea https://t.co/6vweDE2E2g","1725900686846554204","","","in","South Korea","0","0","2","https://x.com/PksKoreaSelatan/status/1725900686846554204","379616180","PksKoreaSelatan"
"1776248656850538846","Fri Apr 05 14:00:55 +0000 2024","0","Menyambut WHO #WorldHealthDay GovInsider menghimpun cerita-cerita tentang #inovasi #pelayanankesehatan di Indonesia. Pemanfaatan teknologi terbaru dan kebijakan kesehatan yang inklusif membuat masyarakat semakin mudah mengakses pelayanan kesehatan. https://t.co/zK7Sdo8JJq https://t.co/rM86etNSCq","1776248656850538846","https://pbs.twimg.com/media/GKaAvX5XgAAUQ7O.jpg","","in","Singapore","0","0","0","https://x.com/GovInsider/status/1776248656850538846","3220267980","GovInsider"
